registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,program name,creation year,registration publish date,registration publish number,actual,publication URL
2001610440,20010417,2001610211,20010222,"Макаров Сергей Васильевич  (RU)
Колдина Алевтина Ивановна  (RU)
Абрамович Михаил Самуилович  (RU)
Савченко Евгений Павлович  (RU)
Земсков Алексей Дмитриевич  (RU)",5,Общество с ограниченной ответственностью «Автоштамп» (RU),,Подшипник-Инфо (интернет-версия),,20010920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610440
2001610441,20010417,2001610212,20010222,"Макаров Сергей Васильевич  (RU)
Колдина Алевтина Ивановна  (RU)
Абрамович Михаил Самуилович  (RU)
Земсков Алексей Дмитриевич  (RU)",4,Общество с ограниченной ответственностью «Автоштамп» (RU),,Подшипник Инфо,,20010920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610441
2001610452,20010417,2001610213,20010222,"Шепилов Олег Николаевич  (RU)
Ушаков Алексей Евгеньевич  (RU)
Вымятнин Андрей Александрович  (RU)
Осак Алексей Борисович  (RU)
Домышев Александр Владимирович  (RU)",5,"Общество с ограниченной ответственностью ""Центр исследований и разработок ""Интеллектуальные энергосистемы"" (RU)",,Программно-вычислительный комплекс АНАРЭС-2000 (ПВК АНАРЭС-2000),,20010720,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610452
2001610657,20010531,2001610652,20010530,Кондратьева Анна Ивановна (RU),1,Общество с ограниченной ответственностью «Новая сервисная компания» (RU),,Комплекс бухгалтерских программ AS_1C,,20010920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610657
2001610697,20010608,2001610639,20010516,,8,"Акционерное общество ""Комита"" (RU)",8(812)528-34-66,"Система защищенного электронного документооборота ""КОМИТА КУРЬЕР JE"" (""КОМИТА КУРЬЕР JE"" )",,20010920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610697
2001610817,20010702,2001610743,20010619,"Рубашкин Александр Самуилович (RU)
Рубашкин Владимир Александрович (RU)",2,Рубашкин Владимир Александрович (RU),,"Программный комплекс ""Система проектирования и реализации&amp;nbsp;компьютерных тренажеров для оперативного персонала тепловых электростанций"" (""SIM-2000"", ""ARUBA"")",,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610817
2001610842,20010710,2001610563,20010510,"Годунов Александр Николаевич (RU)
Грюнталь Андрей Игоревич (RU)
Жихарский Леонид Васильевич (RU)
Лазутин Юрий Михайлович (RU)
Назаров Павел Егорович (RU)
Солдатов Валерий Александрович (RU)
Хоменков Игорь Иванович (RU)
Чемерев Фёдор Николаевич (RU)",8,"Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU)
Российская Федерация, от имени которой выступает Министерство обороны Российской Федерации (Минобороны России) (RU)",,"""Мобильная операционная система реального времени ос2000"" (ос2000)",,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001610842
2001611012,20010810,2001610890,20010712,"Барсов Тимофей Дмитриевич (RU)
Маслова Елена Раульевна (RU)
Попов Сергей Владимирович (RU)",3,Общество с ограниченной ответственностью «Ипсос Комкон» (RU),,Система анализа статистических данных маркетинговых исследований (DataFriend),,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611012
2001611042,20010816,2001610755,20010621,"Бадалов Алексей Владимирович  (RU)
Голосов Сергей Владимирович  (RU)",2,Общество с ограниченной ответственностью «ГридПоинт Дайнамикс» (RU),,Комплекс программ DV-1 Discovery. Версия 5,,20011020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611042
2001611061,20010822,2001610779,20010626,"Василенко Михаил Николаевич (RU)
Трохов Владимир Георгиевич (RU)
Денисов Борис Павлович (RU)",3,Общество с ограниченной ответственностью «Группа Компаний ИМСАТ» (RU),,"Автоматизированное рабочее место ведения технической документации (""АРМ-ВТД"")",2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611061
2001611089,20010827,2001610858,20010705,"Голубева Алла Прокофьевна  (RU)
Ремизова Анна Борисовна  (RU)",2,Общество с ограниченной ответственностью «ТОНЛАЙН» (RU),,Экспертная деятельность ЛПУ (КЭР),,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611089
2001611110,20010830,2001611065,20010808,"Алексанов Александр Валентинович (RU)
Чемборисов Игорь Юрьевич (RU)",2,Общество с ограниченной ответственностью «Си Тех» («Sea Tech» Ltd) (RU),,Проведение расчетов статики корабля «Sea Hydro»,,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611110
2001611111,20010831,2001610576,20010514,"Алексанов Александр Валентинович (RU)
Чемборисов Игорь Юрьевич (RU)",2,Общество с ограниченной ответственностью «Си Тех» («Sea Tech» Ltd) (RU),,Система автоматизированного проектирования судов «Sea Solution» (САПР судов «SeaSol»),,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611111
2001611125,20010903,2001611043,20010807,"Федоров Андрей Львович  (RU)
Казаров Андрей Сергеевич  (RU)
Ческис Владимир Леонидович  (RU)
Ческис Ольга Андреевна  (RU)
Кириллов Сергей Александрович  (RU)
Голосов Сергей Александрович  (RU)",6,Общество с ограниченной ответственностью «ГридПоинт Дайнамикс» (RU),,DV-SeisGeo (DV-SG),,20011020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611125
2001611186,20010912,2001611186,20010910,,1,"Общество с ограниченной ответственностью ""ДИТ-М"" (Документальные информационные технологии) (RU)",,Автоматизированная информационно-библиотечная система OPAC-Global (OPAC-Global),,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611186
2001611250,20010921,2001611277,20010919,"Староческуль Алексей Владимирович (RU)
Гребенко Константин Алексеевич (RU)",2,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,"Автоматизированная система диспетчерского контроля технологических процессов подготовки нефти ""Горизонт"" версии 2.0.0.29 (Горизонт v.2.0.0.29)",2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611250
2001611251,20010921,2001611278,20010919,"Толмач Андрей Владимирович (RU)
Староческуль Алексей Владимирович (RU)
Юраш Михаил Викторович (RU)",3,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,Автоматизированная система управления технологическими процессами газлифтной компрессорной станции версии 2.9.11 (АСУТП КС v.2.9.11),2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611251
2001611252,20010921,2001611279,20010919,"Евсюков Евгений Геннадьевич (RU)
Юраш Михаил Викторович (RU)",2,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,"Автоматизированная система контроля и учета электроэнергии ""Омега-2000"" версия 5.06 (Омега-2000 v.5.06)",2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611252
2001611253,20010921,2001611280,20010919,"Толмач Андрей Владимирович (RU)
Староческуль Алексей Владимирович (RU)",2,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,Автоматизированная система диспетчерского контроля технологических процессов газлифтных компрессорных станций версии 2.2.0,2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611253
2001611254,20010921,2001611281,20010919,Толмач Андрей Владимирович (AD),1,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,Автоматизированная система управления технологическими процессами вакуумной компрессорной станции версии 2.1.0 (АСУ ТП ВКС v.2.1.0),2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611254
2001611255,20010921,2001611282,20010919,"Позднякова Валерия Владимировна (RU)
Староческуль Алексей Владимирович (RU)",2,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,"Автоматизированная система управления техно-логическими процессами блочной кустовой насосной станции ""Тайфун"" версии 2.2.1 (Тайфун v.2.2.1)",2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611255
2001611256,20010921,2001611283,20010919,"Толмач Андрей Владимирович (RU)
Староческуль Алексей Владимирович (RU)",2,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,Автоматизированная система сбора информации о содержании воды в подготовленной нефти версии 1.5.0,2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611256
2001611269,20010924,2001611221,20010911,"Трефилов Станислав Михайлович (RU)
Попова Ольга Викторовна (RU)",2,"Общество с ограниченной ответственностью ""КДС-Технический центр"" (RU)",,Another Dimension Project (ADP),2001,20011220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611269
2001611387,20011015,2001611364,20011009,,1,СмартВиста АГ  (CH),,Фронтальная система для процессинга пластиковых карт SmartVista (SmartVista Front-End),,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611387
2001611388,20011015,2001611365,20011009,,1,СмартВиста АГ  (CH),,Бэк-офисная система для процессинга пластиковых карт SmartVista (SmartVista Back-Office),,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611388
2001611557,20011119,2001610385,20010323,"Колин Алексей Владимирович (RU)
Плетнев Владимир Викторович (RU)
Фатеев Олег Вячеславович (RU)",3,НКК АЙ КЬЮ Хаб ФЗ-ЛЛС (AE),,"""SiTex""",2001,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611557
2001611571,20011119,2001611317,20010928,"Галатенко Владимир Антонович (RU)
Костюхин Константин Александрович (RU)",2,"Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU)
Российская Федерация, от имени которой выступает Министерство обороны Российской Федерации (Минобороны России) (RU)",,,,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611571
2001611572,20011119,2001611318,20010928,"Галатенко Владимир Антонович (RU)
Вьюкова Надежда Ивановна (RU)
Самборский Дмитрий Владиславович (RU)",3,"Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU)
Российская Федерация, от имени которой выступает Министерство обороны Российской Федерации (Минобороны России) (RU)",,"СИ-компилятор для операционной системы реального времени, версия 2.0 (СКРВ Багет 2.0)",,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611572
2001611586,20011122,2001611569,20011120,,1,Общество с ограниченной ответственностью «Фирма «Эскейп» (RU),,"Программное обеспечение ""М-АПТЕКА"" (""М-АПТЕКА"")",2001,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611586
2001611761,20011220,2001611750,20011218,Иванников Александр Иванович (RU),1,Общество с ограниченной ответственностью «Классика» (RU),,"Система комплексной автоматизации учета и управления предприятием ""Восточный экспресс""",2001,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611761
2001611765,20011220,2001611592,20011122,"Барсов Тимофей Дмитриевич (RU)
Попов Сергей Владимирович (RU)",2,Общество с ограниченной ответственностью «Ипсос Комкон» (RU),,Система проектирования социологических и маркетинговых исследований (Resolve),,20020320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2001611765
2002610009,20020110,2001611721,20011213,"Ремизова Анна Борисовна (RU)
Кудрявцева Татьяна Ивановна (RU)",2,Общество с ограниченной ответственностью «ТОНЛАЙН» (RU),,"Автоматизированная система реализации билетов, учета и управления в театре ""Супербилет-театр"" (АС ""Супербилет-театр"")",2001,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610009
2002610035,20020114,2001611555,20011115,"Редекоп Вениамин Андреевич (RU)
Редекоп Ирина Александровна (RU)",2,"Логинова Анна Вениаминовна (RU)
Редекоп Ирина Александровна (RU)",,Система Визуального Интерактивного Моделирования сейсмических горизонтов (VimSeis),2001,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610035
2002610058,20020121,2002610076,20020118,,4,Акционерное общество «Информационные технологии и коммуникационные системы» (RU),,Виртуальная частная сеть ViPNet/Virtual Private Network ViPNet. Версия 2.7.4 (361),2002,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610058
2002610118,20020131,2001611664,20011204,"Шкиртиль Вячеслав Иванович (RU)
Алексеев Станислав Михайлович (RU)
Комратов Антон Сергеевич (RU)",3,"Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU)
Российская Федерация, от имени которой выступает Министерство обороны Российской Федерации (Минобороны России) (RU)",нет,Интерактивная система разработки программ для операционной системы реального времени (ИСРПРВ),,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610118
2002610146,20020207,2002610149,20020205,"Бушненко Юрий Викторович (RU)
Емельяненкова Елена Львовна (RU)
Завьялов Евгений Евгеньевич (RU)
Мугинштейн Лев Александрович (RU)
Никифоров Борис Данилович (RU)
Никифорова Нина Борисовна (RU)
Рабинович Михаил Даниилович (RU)
Свергун Сергей Владимирович (RU)",8,Общество с ограниченной ответственностью «АВП Технология» (RU),,УПРАВЛЯЮЩАЯ БОРТОВАЯ ПРОГРАММА АВТОМАТИЗИРОВАННОГО ВЕДЕНИЯ ПРИГОРОДНЫХ ЭЛЕКТРОПОЕЗДОВ (УБП),,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610146
2002610239,20020221,2002610232,20020219,"Почкалов Александр Алексеевич (RU)
Печёркин Николай Владимирович (RU)
Кривоногов Олег Анатольевич (RU)
Бедина Татьяна Александровна (RU)
Кузмина Ольга Ивановна (RU)",5,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,"Автоматизированная система управления технологическим процессом добычи нефти ""Регион 2000"" версии 7.0.0.0",2002,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610239
2002610307,20020301,2002610159,20020204,"Большев Александр Станиславович (RU)
Фролов Сергей Анатольевич (RU)
Михаленко Евгений Борисович (RU)",3,Общество с ограниченной ответственностью «ЦЕНТР КОМПЬЮТЕРНОГО МОДЕЛИРОВАНИЯ ДИНАМИКИ МОРСКИХ СООРУЖЕНИЙ» (RU),,"Программный комплекс ""Anchored Structures""",,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610307
2002610321,20020301,2002610280,20020305,,1,"Акционерное общество ""ГИС-АСУпроект"" (RU)","109431, Москва, Жулебенский б-р, 31, кв. 111","Система построения регламентных карт ""OISMAP""",2001,20020620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610321
2002610507,20020409,2002610472,20020328,"Тихонов Юрий Вениаминович (RU)
Баринов Дмитрий Александрович (RU)
Бжалава Валерий Гелвасович (RU)
Буреш Владимир Всеволодович (RU)
Бурлак Александр Николаевич (RU)
Габитов Роберт Байкалович (RU)
Гуляев Алексей Владимирович (RU)
Дьяченко Ирина Владимировна (RU)
Запрейко Михаил Викторович (RU)
Калинин Дмитрий Николаевич (RU)
Карецкий Максим Михайлович (MD)
Комаров Сергей Александрович (RU)
Николаев Дмитрий Александрович (RU)
Попов Андрей Владимирович (RU)
Рыбаков Сергей Владимирович (RU)
Сомов Евгений Вячеславович (RU)
Тайманов Сергей Владимирович (RU)
Тетекин Дмитрий Алексеевич (RU)",18,"Общество с ограниченной ответственностью ""Инфо-1"" (RU)",,"Инфо-Бухгалтер (документы и блоки) (""ИБ"")",2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610507
2002610513,20020410,2002610476,20020328,"Казаров Андрей Сергеевич (RU)
Кашик Алексей Сергеевич (RU)
Перепечкин Михаил Валентинович (RU)
Федоров Андрей Львович (RU)
Ческис Владимир Леонидович (RU)",5,"Общество с ограниченной ответственностью ""ГридПоинт Дайнамикс"" (RU)",,DV-Geo,2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610513
2002610541,20020416,2002610236,20020219,Бородовский Михаил Борисович  (RU),3,"Общество с ограниченной ответственностью ""ЕТС"" (RU)",нет,"""Госзакупки"" (City Procurement)",,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610541
2002610636,20020427,2002610353,20020311,"Рязанова Наталия Сергеевна (RU)
Семенова Ольга Васильевна (RU)",2,Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики» (ФГУП «РФЯЦ-ВНИИЭФ») (RU),,НИИС. Управление электрооборудованием автомобиля ГАЗ 3110,,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610636
2002610639,20020427,2002610368,20020314,"Романюк Сергей Григорьевич (RU)
Самборский Дмитрий Владиславович (RU)
Базаева Светлана Евгеньевна (RU)
Бетелин Алексей Борисович (RU)",4,"Российская Федерация, от имени которой выступает Министерство обороны Российской Федерации (Минобороны России) (RU)
Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU)",,Графическая библиотека для операционной системы реального времени (ГБРВ),,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610639
2002610681,20020513,2002610743,20020507,"Мугинштейн Лев Александрович (RU)
Кривной Александр Михайлович (RU)
Пясик Михаил Соломонович (RU)
Аршавский Анджей Витальевич (RU)
Ткачев Виктор Сергеевич (RU)
Ефремов Сергей Валентинович (RU)",6,Общество с ограниченной ответственностью «АВП Технология» (RU),,Управляющая бортовая программа автоматизированного вождения поездов повышенной массы и длины с распределенными по их длине локомотивами (УСАВП-РТ),,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610681
2002610709,20020516,2002610594,20020416,Шевелев Феликс Андреевич (RU),1,"Общество с ограниченной ответственностью ""Научно-производственное объединение ""ГИД-УРАЛ"" (RU)",,"Система ведения и анализа графика исполненного движения ""ГИД Урал-ВНИИЖТ""",2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610709
2002610726,20020517,2002610477,20020328,"Кашик Алексей Сергеевич (RU)
Перепечкин Михаил Валентинович (RU)
Серкова Маргарита Хасановна (RU)",3,"Общество с ограниченной ответственностью ""ГридПоинт Дайнамикс"" (RU)",,DV-ГИС-контроль,2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610726
2002610787,20020522,2002610421,20020322,"Дубинский Александр Вячеславович  (RU)
Клюев Андрей Владимирович  (RU)
Федосеев Сергей Анатольевич  (RU)
Шишляев Виктор Валерьевич  (RU)",4,Общество с ограниченной ответственностью «Геликон Консалтинг» (RU),,"Редактор таблиц ""OLEReport"" (""OLEReport"")",,20010920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610787
2002610855,20020531,2002610586,20020416,Павлов Владимир Алексеевич (RU),1,Мажукин Виктор Алексеевич (RU),,"""МДМ-ТРАПИЯ""",2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610855
2002610859,20020531,2002610638,20020419,Беликов Алексей Викторович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,Оправки_6331,,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610859
2002610860,20020531,2002610721,20020429,"Щербина Виктор Анатольевич (RU)
Михайлов Петр Петрович (RU)
Золотарев Илья Давыдович (RU)
Медведовский Виктор Александрович (RU)",4,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Прикладная компонента MapControl версия 3.0 (MapControl v.3.0),2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610860
2002610887,20020606,2002610553,20020411,,1,Акционерное общество «Информационные технологии и коммуникационные системы» (RU),,ВиПНет - межсетевой экран,2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610887
2002610888,20020606,2002610554,20020411,,1,Акционерное общество «Информационные технологии и коммуникационные системы» (RU),,ВиПНет - персональный сетевой экран,2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610888
2002610914,20020607,2002611012,20020605,"Рыбкин Павел Николаевич (RU)
Перескоков Александр Николаевич (RU)
Соколов Евгений Михайлович (RU)",3,Акционерное общество «Научно-производственное объединение «СПАРК» (RU),,"Автоматизированная обучающая система ""Вертолеты МИ-8, МИ-8МТВ и их модификации, версия 1.0"" (АОС ""Вертолеты МИ-8 и МИ-8МТВ, версия 1.0"")",,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610914
2002610915,20020607,2002611009,20020606,"Панов Александр Михайлович (RU)
Чучуйко Максим Сергеевич (RU)
Астахов Сергей Александрович (RU)
Акбердин Руслан Рашатович (RU)
Бурков Василий Александрович (RU)
Галкин Владимир Сергеевич (RU)
Гришин Сергей Александрович (RU)
Павлов Руслан Леонидович (RU)
Чекулаева Ксения Владимировна (RU)",9,Общество с ограниченной ответственностью «Новая сервисная компания» (RU),,"Автоматизированная система планирования и управления телевизионным эфиром, модули ""Планирование"", ""Эфир"" и ""Администратор""",,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610915
2002610942,20020613,2002610693,20020425,,1,Общество с ограниченной ответственностью «Ист Консепт» (RU),,"Программный комплекс ""Intellect Style"" (""InStyle"")",,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610942
2002610980,20020619,2002610711,20020430,"Рукосуев Алексей Львович (RU)
Александров Александр Георгиевич (RU)
Самаркин Вадим Васильевич (RU)",3,"Общество с ограниченной ответственностью ""ЭНЕРГОСИСТЕМЫ ДЛЯ КОСМОСА АДАПТИВНЫЕ ОПТИЧЕСКИЕ"" (ООО ""ЭСКАО"") (RU)",,Программа автоматического управления биморфным зеркалом в замкнутой петле обратной связи (CILoop8),2002,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002610980
2002611029,20020620,2002610737,20020507,,1,Общество с ограниченной ответственностью «КОДОС» (RU),,"Программный комплекс ""КОДОС""",,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611029
2002611110,20020628,2002610420,20020320,"Дубинский Александр Вячеславович  (RU)
Клюев Андрей Владимирович  (RU)
Федосеев Сергей Анатольевич  (RU)
Шишляев Виктор Валерьевич (RU)",4,Общество с ограниченной ответственностью «Геликон Консалтинг» (RU),,"Система управления финансово-хозяйственной деятельностью предприятия ""Капитал CSE"" (""Капитал CSE"")",,20020920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611110
2002611199,20020724,2002610972,20020604,,1,Акционерное общество «Информационные технологии и коммуникационные системы» (RU),,VipNet [Сейф Диск]/ViPNet [Safe Disk],2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611199
2002611200,20020724,2002610973,20020602,"Годунов Александр Николаевич (RU)
Грюнталь Андрей Игоревич (RU)
Жихарский Леонид Васильевич (RU)
Лазутин Юрий Михайлович (RU)
Назаров Павел Егорович (RU)
Солдатов Валерий Александрович (RU)
Хоменков Игорь Иванович (RU)
Чемерев Фёдор Николаевич (RU)",8,"Федеральное государственное учреждение «Федеральный научный центр Научно-исследовательский институт системных исследований Российской академии наук» (ФГУ ФНЦ НИИСИ РАН) (RU)
Российская Федерация, от имени которой выступает Министерство обороны Российской Федерации (Минобороны России) (RU)",,<br/>Операционная система реального времени для ВВТ версия 2.0 (ОСРВ Багет 2),,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611200
2002611222,20020725,2002610949,20020530,"Жданкова Марина Геннадьевна (RU)
Жаров Владимир Владимирович (RU)",2,Федеральное государственное унитарное предприятие «Российский федеральный ядерный центр - Всероссийский научно-исследовательский институт экспериментальной физики» (ФГУП «РФЯЦ-ВНИИЭФ») (RU),,НИИИС. Встраиваемое ПО системы помощи при парковке автомобиля,2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611222
2002611292,20020805,2002611398,20020730,"Мугинштейн Лев Александрович (RU)
Ябко Израиль Аврумович (RU)
Лисеев Сергей Иванович (RU)",3,Акционерное общество «Научно-исследовательский институт железнодорожного транспорта» (АО «ВНИИЖТ») (RU),,Аппаратно-программный комплекс для обучения машинистов энергосберегающим и безопасным по продольной динамике методам управления поездом (АПК для машинистов),,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611292
2002611532,20020903,2002611582,20020830,Хренов Андрей Владимирович (RU),1,Общество с ограниченной ответственностью «Рабарбар» (RU),,Телекоммуникационный сервер SmartTalk (SmartTalk),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611532
2002611533,20020903,2002611583,20020830,"Гаганов Дмитрий Вадимович (RU)
Хренов Андрей Владимирович (RU)
Рокин Дмитрий Николаевич (RU)
Рыбаков Алексей Юрьевич (RU)",4,Общество с ограниченной ответственностью «АйТи-Ойл» (RU),,"АСУ ТП АЗК ""АйТи-Ойл""",,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611533
2002611534,20020903,2002611584,20020830,Хренов Андрей Владимирович (RU),1,Общество с ограниченной ответственностью «ТК Мегаватт» (RU),,Программное обеспечение торговых терминалов Verifone (Verifone POS Software),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611534
2002611636,20020924,2002611404,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемый модуль PumpModem версия 3.0 (PumpModem v.3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611636
2002611637,20020924,2002611405,20020730,"Щербина Виктор Анатольевич (RU)
Медведовский Виктор Александрович (RU)
Недопекин Станислав Геннадьевич (RU)",3,Общество с ограниченной ответственностью «Сибирский медведь - Центр» (RU),,Подгружаемый модуль PumpNet_S версия 3.0 (PumpNet_S v.3.0),2002,20021220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2002611637
