registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,program name,creation year,registration publish date,registration publish number,actual,publication URL
2004610294,20040127,2003612782,20031230,Бадалов Алексей Владимирович  (RU),2,Общество с ограниченной ответственностью «ГридПоинт Дайнамикс» (RU),,<B><I></I></B>DV-1 Discovery v.5.4,,20040420,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610294
2004610314,20040128,2003612513,20031202,"Моисеенко Галина Андреевна  (RU)
Андреев Александр Васильевич  (RU)
Кандауров Алексей Степанович  (RU)",3,Акционерное общество «Новосибирский приборостроительный завод» (RU),,"Пакет прикладных программ ""Обработка результатов натурных испытаний"" (ППП ""Полигон"")",,20040420,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610314
2004610378,20040206,2003612620,20031215,"Кабаев Валерий Алексеевич (RU)
Демкин Виктор Григорьевич (RU)
Корнеев Иван Иосифович (RU)
Медовщикова Светлана Алексеевна (RU)",4,"Федеральное государственное унитарное предприятие ""Научно-производственное предприятие ""Рубин"" (ФГУП ""НПП ""Рубин"") (RU)",,Компонент оперативного извещения пользователя (РДПИ.00687-01-02),,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610378
2004610408,20040210,2003612606,20031211,Ханян Гамлет Сократович (RU),1,Федеральное Автономное Учреждение «Центральный институт авиационного моторостроения имени П.И. Баранова» (RU),,Цифровая обработка сигналов быстропеременных динамических процессов в реальном времени. Версия 5.0 (QuaTriX 5.0),,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610408
2004610444,20040212,2003612662,20031218,"Вальков Антон Сергеевич (RU)
Воронцов Константин Вячеславович (RU)
Рудаков Константин Владимирович (RU)
Чехович Юрий Викторович (RU)",4,Общество с ограниченной ответственностью «Гудфокаст» (RU),,"Программная библиотека решения задач анализа массивов временных рядов Forecsys Time Series Analyst (""Forecsys TSA"")",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610444
2004610499,20040220,2004610067,20040114,,1,"Закрытое акционерное общество ""Группа Компаний Старт"" (RU)",,,,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610499
2004610504,20040220,2003612772,20031230,"Таранин Михаил Валентинович (RU)
Таранин Сергей Валентинович (RU)
Ландышев Сергей Владимирович (RU)
Захаров Егор Андреевич (RU)",4,Акционерное общество Научно-технический центр «Модуль» (RU),нет,"Интеллектуальный детектор транспорта TM-PCI-4 (""Трафик-Монитор"") / TM-PCI-4 ""TrafficMonitor"" system for desktop PC",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610504
2004610505,20040220,2003612773,20031230,"Желтов Сергей Юрьевич (RU)
Глазов Виктор Николаевич (RU)
Князь Владимир Александрович (RU)
Визильтер Юрий Валентинович (RU)
Обросов Кирилл Вениаминович (RU)
Выголов Олег Вячеславович (RU)
Ландышев Сергей Владимирович (RU)
Рыжов Дмитрий Сергеевич (RU)",8,"Акционерное общество Научно-технический центр «Модуль» (RU)
Федеральное государственное унитарное предприятие Государственный научно-исследовательский институт авиационных систем (RU)",нет,(CCAS) Car Collision Avoidance System / Бортовая автомобильная видеосистема мониторинга дорожно-транспортной обстановки,,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610505
2004610523,20040224,2003612767,20031226,"Валиева Вера Николаевна (RU)
Ермакова Наталья Александровна (RU)
Попов Сергей Александрович (RU)
Перебатов Валерий Иванович (RU)
Гринин Евгений Викторович (RU)",5,Общество с ограниченной ответственностью «ЛУКОЙЛ-Технологии» (RU),,Планирование бюджета финансов предприятия в системе R/3,,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610523
2004610524,20040224,2003612768,20031226,"Новикова Наталья Николаевна (RU)
Власов Максим Викторович (RU)
Корзников Олег Леонидович (RU)
Добрынина Ольга Николаевна (RU)
Савкина Оксана Валерьевна (RU)",5,Общество с ограниченной ответственностью «ЛУКОЙЛ-Технологии» (RU),,Программа ведения и расчета контрольных показателей в системе R/3,,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610524
2004610525,20040224,2003612769,20031226,"Валиева Вера Николаевна (RU)
Ермакова Наталья Александровна (RU)
Попов Сергей Александрович (RU)
Перебатов Валерий Иванович (RU)
Гринин Евгений Викторович (RU)",5,Общество с ограниченной ответственностью «ЛУКОЙЛ-Технологии» (RU),,Исполнение бюджета финансов предприятия в системе R/3,,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610525
2004610554,20040224,2004610274,20040210,"Коваль Юрий Анатольевич (RU)
Никитин Валерий Борисович (RU)
Маскатов Владимир Анатольевич (RU)
Соловьев Павел Сергеевич (RU)",4,"Общество с ограниченной ответственностью ""РУСОФТ"" (RU)",,"""СОФИТ Процессинг Клиринг Расчеты"" (""СОФИТ ПКР"")",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610554
2004610555,20040224,2004610275,20040210,"Коваль Юрий Анатольевич (RU)
Никитин Валерий Борисович (RU)
Маскатов Владимир Анатольевич (RU)
Соловьев Павел Сергеевич (RU)",4,"Общество с ограниченной ответственностью ""РУСОФТ"" (RU)",,"""Программный Комплекс СОФИТ Обслуживание Физических лиц в Банке"" (""СОФИТ ОФБ"")",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610555
2004610584,20040226,2004610391,20040220,"Воробьев Юрий Дмитриевич (RU)
Семенович Анатолий Анастасиевич (BY)",2,"Закрытое акционерное общество ""Центр Картографических технологий"" (RU)",,"АРМ картографа, версия 1.0 (АРМК)",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610584
2004610604,20040302,2004610423,20040227,,1,Общество с ограниченной ответственностью «Ритейл Софт» (RU),,Система управления сетью торговых предприятий и пакет прикладных программ для контрольно-кассовых машин и управления торговым залом «СуперМаг» («СуперМаг»),,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610604
2004610625,20040304,2004610457,20040301,,1,"Общество с ограниченной ответственностью ""Старт-МС"" (RU)",,"""СТАРТ КОММУНАЛЬНЫЕ СИСТЕМЫ"" (СТАРТ КС)",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610625
2004610786,20040330,2004610200,20040203,"Кудрявцев Денис Алексеевич (RU)
Нестерова Татьяна Никитична (RU)
Чебанов Сергей Николаевич (RU)
Каплун Вячеслав Владимирович (RU)",4,"Общество с ограниченной ответственностью Научно-техническая геофизическая фирма ""КЕРН"" (RU)",,"Программно-методический комплекс ""Оценка качества скважины, законченной строительством""",,20040620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610786
2004610821,20040402,2003611840,20030821,Шевченко Григорий Харлантиевич (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"ГОСТ 19326-73 (Расчет по алгоритму, не противоречащему ГОСТ 19326-73)",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610821
2004610822,20040402,2003611841,20030821,Шевченко Григорий Харлантиевич (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,Rad (Расчет минимального радиуса кривизны переходной кривой),,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610822
2004610823,20040402,2003611845,20030821,Шевченко Григорий Харлантиевич (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"ГОСТ 19274-73 (Расчет по алгоритму, не противоречащему ГОСТ 19274-73)",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610823
2004610824,20040402,2003611846,20030821,Шевченко Григорий Харлантиевич (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"ОСТ 1 00086-7319274-73 (Расчет по алгоритму, не противоречащему ОСТ 1 00086-7319274-73)",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610824
2004610885,20040413,2004610326,20040217,"Ванюков Юрий Иванович (RU)
Воробьев Петр Николаевич (RU)
Зайцев Евгений Иванович (RU)
Зискин Марк Борисович (RU)",4,Воробьев Петр Николаевич (RU),,"Комплексная автоматизированная информационная система по контролю качества товаров, правил торговли, обслуживания и защиты прав потребителей (КАИС - Комплекс)",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610885
2004610906,20040414,2004610345,20040217,Шевченко Григорий Харлантиевич (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Ptols""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610906
2004610907,20040414,2004610346,20040217,Селюжицкий Иван Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Техуказание (Автоматизация оформления технологических указаний)""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610907
2004610908,20040414,2004610347,20040217,Селюжицкий Иван Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""***AVIS (периодический контроль соблюдения технологической дисциплины согласно СТП 778.16.143-2000)""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610908
2004610909,20040414,2004610348,20040217,Шевченко Григорий Харлантиевич (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Pregr""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610909
2004610910,20040414,2004610349,20040217,Дорофеев Владислав Леонидович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""NORMATIV 1643 (Расчетные допуски и предельные отклонения в зависимости от геометрических параметров зубчатых колес)""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610910
2004610945,20040419,2004610631,20040322,"Голяков Михаил Владимирович (RU)
Калмыков Василий Петрович (RU)
Сидорук Наталья Ананьевна (RU)",3,"Открытое акционерное общество ""НижневартовскАСУнефть"" (RU)",,"""Автоматизированный расчет жилищно-коммунальных услуг"" (АР ЖКУ)",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004610945
2004611036,20040426,2004610912,20040422,,1,Общество с ограниченной ответственностью «Спектрум» (RU),,Wireless Transaction Server (WTS),,20040920,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611036
2004611083,20040429,2004610483,20040304,"Баженов Борис Николаевич (RU)
Чумаков Александр Григорьевич (RU)
Хмелевой Владимир Александрович (RU)
Миронова Татьяна Федоровна (RU)",4,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Программа для обработки результатов инфракрасной диагностики лопаток ТВД (THERMO-L)""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611083
2004611084,20040429,2004610484,20040304,"Зайцев Михаил Иванович (RU)
Ковшов Александр Иванович (RU)",2,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""TechnoGear""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611084
2004611168,20040513,2004610539,20040315,"Каяшев Александр Игнатьевич (RU)
Фатхутдинов Венер Мунирович (RU)",2,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет» (ФГБОУ ВО УГНТУ) (RU),,"""Автоматизация учета сотрудников предприятия""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611168
2004611211,20040518,2004610921,20040422,,1,Акционерное общество «Флекс Софтваре Системс» (RU),,"Total Ledger, версия 1.1",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611211
2004611274,20040524,2004611038,20040511,"Кашик Алексей Сергеевич (RU)
Федоров Андрей Львович (RU)",2,"Общество с ограниченной ответственностью ""ГридПоинт Дайнамикс"" (RU)",,,,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611274
2004611330,20040531,2004611078,20040518,"Хохлова Татьяна Владимировна (RU)
Ашкинадзе Александр Михайлович (RU)
Байдак Андрей Геннадьевич (RU)
Карев Георгий Вячеславович (RU)
Каторгин Владимир Дмитриевич (RU)
Белоконь Юлия Евгеньевна (RU)
Клитный Виктор Федорович (RU)
Крылов Алексей Лазаревич (RU)
Марков Андрей Владимирович (RU)
Марков Максим Евгеньевич (RU)
Павлин Дмитрий Владимирович (RU)
Пучков Дмитрий Владимирович (RU)
Фетисов Алексей Анатольевич (RU)
Яковлев Павел Владимирович (RU)",14,Акционерное Общество «ПрограмБанк» (RU),,"Интегрированная банковская система ""Гефест 5.0."" (ИБС ""Гефест 5.0"")",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611330
2004611378,20040603,2004610898,20040420,"Михайлов Юрий Львович (RU)
Никитин Александр Вячеславович (RU)
Карпов Игорь Николаевич (RU)
Пунин Андрей Андреевич (RU)
Демченко Даниил Юрьевич (RU)
Кудашев Алексей Владимирович (RU)
Гедзюн Игорь Владиславович (RU)
Сафонов Василий Владимирович (RU)
Михайлова Ирина Геннадьевна (RU)",9,"The private limited company ""OCTAVIAN INTERNATIONAL LIMITED"" / Дзе прайвит лимитед компани ""ОКТАВИАН ИНТЕРНЭШНЛ ЛИМИТЕД"" (GB)",,"Игровая программа для автоматов с денежным выигрышем "" GameLot "" (Игра "" GameLot "")",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611378
2004611398,20040607,2004611132,20040525,"Коваль Юрий Анатольевич (RU)
Маскатов Владимир Анатольевич (RU)
Соловьев Павел Сергеевич (RU)
Полинко Дмитрий Александрович (RU)
Абрамов Павел Николаевич (RU)
Слабковский Никита Борисович (RU)",6,"Общество с ограниченной ответственностью ""РУСОФТ"" (RU)",,"""СОФИТ Потребительское кредитование""",,20040320,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611398
2004611399,20040607,2004611133,20040525,"Коваль Юрий Анатольевич (RU)
Маскатов Владимир Анатольевич (RU)
Видякин Денис Георгиевич (RU)
Баринов Константин Борисович (RU)
Лучин Юрий Иосифович (RU)",5,"Общество с ограниченной ответственностью ""РУСОФТ"" (RU)",,"""Система управления терминалами ""СОФИТ POS - manager WIN""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611399
2004611400,20040607,2004611134,20040525,"Коваль Юрий Анатольевич (RU)
Никитин Валерий Борисович (RU)
Саенко Сергей Юрьевич (RU)",3,"Общество с ограниченной ответственностью ""РУСОФТ"" (RU)",,"""Система управления терминалами ""СОФИТ АТМ- manager WIN""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611400
2004611401,20040607,2004611135,20040525,"Коваль Юрий Анатольевич (RU)
Маскатов Владимир Анатольевич (RU)
Видякин Денис Георгиевич (RU)",3,"Общество с ограниченной ответственностью ""РУСОФТ"" (RU)",,"""СОФИТ ISO Gate""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611401
2004611471,20040615,2004610855,20040415,Зайцев Михаил Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Статистическая оценка стабильности технологических процессов сварки по результатам неразрушающего контроля"" (""719-Stat5"")",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611471
2004611566,20040625,2004611328,20040618,,1,"Акционерное общество ""Информационные технологии и коммуникационные системы"" (АО ""ИнфоТеКС"") (RU)",,ViPNet Генератор Паролей / ViPNet Password Roulette. Версия 2.9,,20000920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611566
2004611576,20040628,2004611353,20040623,,1,Акционерное общество «БАРС Груп»,,"Пакет прикладных программ ""Учёт претензий граждан"" (ППП ""Учёт претензий граждан"")",,20040720,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611576
2004611577,20040628,2004611354,20040623,,1,Акционерное общество «БАРС Груп»,,"Пакет прикладных программ ""Планирование и вывоз твердых бытовых отходов"" (ППП ""Планирование и вывоз ТБО"")",,20040720,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611577
2004611578,20040628,2004611355,20040623,,1,Акционерное общество «БАРС Груп»,,"Пакет прикладных программ ""Контроль целевого использования бюджетных средств"" (ППП ""Бюджет"")",,20040720,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611578
2004611614,20040705,2004611376,20040629,"Солина Нелли Игоревна  (RU)
Калинина Любовь Николаевна  (RU)",2,Акционерное общество Научно-технический центр «Модуль» (RU),нет,Программа улучшения визуального качества изображения в инфракрасном диапазоне на базе нейропроцессора Л1879ВМ1,,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611614
2004611615,20040705,2004611075,20040518,"Иванов Александр Владимирович  (RU)
Иванова Алла Викторовна  (RU)",2,"Акционерное общество ""Эр-Стайл Софтлаб"" (RU)",,"""RS-Mail v.4.1.""",,20041020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611615
2004611625,20040706,2004611409,20040701,"Дяченко Максим Александрович  (RU)
Жуковин Алексей Юрьевич  (RU)",2,Общество с ограниченной ответственностью «ЛайфСтайл Маркетинг» (RU),,PayPlus для терминалов Intellect,,20041020,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611625
2004611626,20040706,2004611410,20040701,"Дяченко Максим Александрович  (RU)
Жуковин Алексей Юрьевич  (RU)",2,Общество с ограниченной ответственностью «ЛайфСтайл Маркетинг» (RU),,PayPlus для терминалов SAGEM,,20041020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611626
2004611645,20040709,2004611119,20040524,"Иванов Виктор Александрович (RU)
Иванова Ирина Юрьевна (RU)
Кормухин Алексей Валентинович (RU)
Косяков Дмитрий Иванович (RU)
Косякова Татьяна Николаевна (RU)",5,"Акционерное общество ""Эр-Стайл Софтлаб"" (RU)",,"""Interbank v.5.2""",,20041020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611645
2004611676,20040714,2004611193,20040527,"Гольдберг Юлий Львович  (RU)
Михеев Алексей Вячеславович  (RU)
Савкив Григорий Тарасович  (RU)
Хромов Андрей Вадимович  (UA)
Запорожец Зоя Дмитриевна  (UA)",5,"Акционерное общество ""Эр-Стайл Софтлаб"" (RU)",,"""RS-DataHouse""",,20041020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611676
2004611756,20040726,2004611562,20040720,,3,"Общество с ограниченной ответственностью ""ЮКОС-Москва"" (RU)",,"""Автоматизированная информационная система ""Учет имущества""",,20040920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611756
2004611788,20040729,2004611231,20040603,Красильников  Валентин Дмитриевич (RU),1,Открытое акционерное общество «Научно-производственное предприятие «Пульсар» (RU),,Программа расчетов параметров модели полевых транзисторов с барьером Шоттки Куртиса-Эттенберга. (CIFET_CE),,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611788
2004611789,20040729,2004611232,20040603,Гарбер Геннадий Зеликович (RU),1,Открытое акционерное общество «Научно-производственное предприятие «Пульсар» (RU),,Программа расчета характеристик внутренних полевых транзисторов с барьером Шоттки. (CIFET),,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611789
2004611790,20040729,2004611233,20040603,Гарбер Геннадий Зеликович (RU),1,Открытое акционерное общество «Научно-производственное предприятие «Пульсар» (RU),,Программа моделирования полевых транзисторов с барьером Шоттки на основе эпитаксиальных структур GaAlAs/GaInAs/GaAs с произвольным профилем легирования. (DIHFET),,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611790
2004611818,20040805,2004611567,20040422,"Зегжда Петр Дмитриевич (RU)
Корт Семен Станиславович (RU)
Рудина Екатерина Александровна (RU)",3,"Общество с ограниченной ответственностью ""НеоБИТ"" (RU)",,"Анализатор сетевых вторжений ""Авгур"" (АСВ ""Авгур"")",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611818
2004611824,20040806,2004611251,20040608,,1,Коробейникова Ольга Олеговна (RU),,"""Английский навсегда. English forever.""",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611824
2004611833,20040809,2004611277,20040610,Селюжицкий Иван Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Техпроцесс"" (Автоматизация оформления технологических процессов)",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611833
2004611834,20040809,2004611278,20040610,Селюжицкий Иван Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Отчет по КТД на Предприятии"" (автоматизация формирования и анализа квартальных и годовых отчетов по контролю за технологической дисциплиной на Предприятии)",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611834
2004611835,20040809,2004611279,20040610,Селюжицкий Иван Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Учет трудовой дисциплины"" (надлежащего исполнения работниками своих трудовых обязанностей)",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611835
2004611867,20040812,2004611320,20040617,"Комраков Евгений Вячеславович (RU)
Мужиков Николай Васильевич (RU)
Казунин Дмитрий Владимирович (RU)",3,Частное общество с ограниченной ответственностью «Транзас Марин Лимитед» (Transas Marine Ltd.) (IE),,Transas Liquid Cargo Handling Simulator 2000 (LCHS 2000 (version 3),,20041020,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611867
2004611868,20040812,2004611321,20040617,"Годунов Виктор Александрович (RU)
Третьяков Дмитрий Александрович (RU)
Дрягин Дмитрий Михайлович (RU)
Гниловский Андрей Георгиевич (RU)
Перепеч Александр Михайлович (RU)
Пустовых Сергей Анатольевич (RU)
Зуева Арина Игоревна (RU)
Гусева Наталья Владимировна (RU)",8,Акционерное общество «Раменское приборостроительное конструкторское бюро» (АО «РПКБ») (RU),,Transas Display System (TDS-56D),,20041220,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611868
2004611869,20040812,2004611322,20040617,"Комраков Евгений Вячеславович (RU)
Мужиков Николай Васильевич (RU)
Сперанский Александр Дмитриевич (RU)
Шаповалов Анатолий Владимирович (RU)
Пономарёв Владимир Валерьевич (RU)",5,Частное общество с ограниченной ответственностью «Транзас Марин Лимитед» (Transas Marine Ltd.) (IE),,"Навигационный Тренажёрный Комплекс ""NTPro-4000"" версия 4.х (Transas Navi-Trainer Professional 4000)",,20041020,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611869
2004611872,20040812,2004611326,20040617,Бахарев Андрей Александрович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Тара (СТП 7-74)"" (автоматизация выборки тары металлической каркасной с деревянными вкладышами, предназначенной для межцеховой транспортировки деталей)",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611872
2004611873,20040812,2004611327,20040617,Ковшов Александр Иванович (RU),1,Акционерное общество «Объединенная двигателестроительная корпорация» (АО «ОДК») (RU),,"""Планировка""",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611873
2004611884,20040816,2004611727,20040810,"Мартынов Владимир Олегович (RU)
Горюнов Юрий Николаевич (RU)",2,"Акционерное общество ""Транснефть-Диаскан"" (RU)",нет,"Программа ""Эксперт 2"" для анализа технического состояния трубопроводов по результатам обследования внутритрубными инспекционными приборами",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611884
2004611911,20040820,2004611352,20040624,"Киреев Александр Геннадьевич  (RU)
Новиков Александр Викторович  (RU)
Сулимов Дмитрий Владимирович  (RU)
Кубрин Сергей Валерьевич  (RU)
Лебедев Алексей Александрович  (RU)
Коваленко Александр Владимирович  (RU)",6,"Акционерное общество ""Эр-Стайл Софтлаб"" (RU)",,"""RS-Bank V.6""",,20041020,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611911
2004611913,20040820,2004611378,20040629,"Карманов Тимофей Витальевич (RU)
Кузьмин Виктор Вячеславович (RU)
Павлов Дмитрий Владимирович (RU)
Журавлев Евгений Александрович. (RU)",4,Общество с ограниченной ответственностью «РЦН» (RU),,"Программное обеспечение ""МЭТР"" (ПО ""МЭТР"")",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611913
2004611946,20040823,2004611400,20040629,"Волков Леонид Михайлович  (RU)
Шифман Эдуард Романович (RU)",2,"Акционерное Общество ""Производственная Фирма ""СКБ Контур"" (RU)",,"""Система защищенного электронного документооборота ""Контур-Экстерн"", версия 4.1.75 (""Система ""Контур-Экстерн"")",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611946
2004611947,20040823,2004611401,20040629,Волков Леонид Михайлович (RU),1,Акционерное общество «Производственная фирма «СКБ Контур» (RU),,"""Автоматизированное рабочее место приема и обработки информации в контролирующем органе"", версия 0.7.0, сетевая (""АРМ""Прием"")",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611947
2004611977,20040826,2004611753,20040812,,2,Цейтлин Илья Борисович (RU),,"""Аренда""",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611977
2004611983,20040827,2004611774,20040817,Минияров Вячеслав Юрьевич (RU),1,"Общество с ограниченной ответственностью ""ОТКРЫТЫЕ ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ"" (RU)",,"""HIST DoCoMo""",,20041220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2004611983
